id,datetime,open,high,low,close,volume
CFFEX.IC2209,2022-09-01 10:00:00,6185.6,6186.6,6178.6,6180.6,459.0
CFFEX.IC2209,2022-09-01 10:01:00,6180.6,6184.8,6178.0,6179.6,381.0
CFFEX.IC2209,2022-09-01 10:02:00,6179.6,6182.6,6176.0,6176.0,269.0
CFFEX.IC2209,2022-09-01 10:03:00,6176.0,6180.6,6174.8,6180.2,375.0
CFFEX.IC2209,2022-09-01 10:04:00,6180.2,6184.4,6175.2,6184.0,326.0
CFFEX.IC2209,2022-09-01 10:05:00,6184.0,6184.4,6176.2,6183.2,241.0
CFFEX.IC2209,2022-09-01 10:06:00,6183.2,6192.2,6180.8,6190.0,357.0
CFFEX.IC2209,2022-09-01 10:07:00,6190.0,6190.4,6180.0,6180.2,392.0
CFFEX.IC2209,2022-09-01 10:08:00,6180.2,6184.6,6180.0,6180.8,202.0
CFFEX.IC2209,2022-09-01 10:09:00,6180.8,6181.6,6172.4,6172.8,260.0
CFFEX.IC2209,2022-09-01 10:10:00,6172.8,6176.6,6169.4,6173.6,353.0
CFFEX.IC2209,2022-09-01 10:11:00,6173.6,6179.2,6170.2,6172.0,198.0
CFFEX.IC2209,2022-09-01 10:12:00,6172.0,6172.4,6166.0,6166.2,324.0
CFFEX.IC2209,2022-09-01 10:13:00,6166.2,6173.6,6163.0,6167.0,374.0
CFFEX.IC2209,2022-09-01 10:14:00,6167.0,6168.4,6163.2,6164.4,267.0
CFFEX.IC2209,2022-09-01 10:15:00,6164.4,6172.6,6160.4,6172.0,399.0
CFFEX.IC2209,2022-09-01 10:16:00,6172.0,6173.0,6165.8,6173.0,144.0
CFFEX.IC2209,2022-09-01 10:17:00,6173.0,6176.0,6171.4,6171.8,134.0
CFFEX.IC2209,2022-09-01 10:18:00,6171.8,6178.6,6170.0,6174.4,201.0
CFFEX.IC2209,2022-09-01 10:19:00,6174.4,6174.4,6170.6,6172.0,100.0
CFFEX.IC2209,2022-09-01 10:20:00,6172.0,6173.6,6169.2,6173.0,131.0
CFFEX.IC2209,2022-09-01 10:21:00,6173.0,6178.8,6173.0,6178.4,246.0
CFFEX.IC2209,2022-09-01 10:22:00,6178.4,6182.0,6176.4,6180.6,247.0
