id,datetime,open,high,low,close,volume
CZCE.CY301,2022-09-01 22:45:00,21680.0,21680.0,21635.0,21635.0,3.0
CZCE.CY301,2022-09-01 22:46:00,21635.0,21645.0,21635.0,21645.0,6.0
CZCE.CY301,2022-09-01 22:47:00,21645.0,21645.0,21645.0,21645.0,0.0
CZCE.CY301,2022-09-01 22:48:00,21645.0,21645.0,21645.0,21645.0,0.0
CZCE.CY301,2022-09-01 22:49:00,21645.0,21645.0,21640.0,21640.0,1.0
CZCE.CY301,2022-09-01 22:50:00,21640.0,21645.0,21640.0,21645.0,1.0
CZCE.CY301,2022-09-01 22:51:00,21645.0,21645.0,21640.0,21645.0,17.0
CZCE.CY301,2022-09-01 22:52:00,21645.0,21645.0,21645.0,21645.0,0.0
CZCE.CY301,2022-09-01 22:53:00,21645.0,21670.0,21640.0,21640.0,22.0
CZCE.CY301,2022-09-01 22:54:00,21640.0,21645.0,21640.0,21645.0,4.0
CZCE.CY301,2022-09-01 22:55:00,21645.0,21645.0,21620.0,21620.0,4.0
CZCE.CY301,2022-09-01 22:56:00,21620.0,21620.0,21620.0,21620.0,2.0
CZCE.CY301,2022-09-01 22:57:00,21620.0,21620.0,21600.0,21600.0,43.0
CZCE.CY301,2022-09-01 22:58:00,21600.0,21600.0,21585.0,21585.0,17.0
CZCE.CY301,2022-09-01 22:59:00,21585.0,21595.0,21570.0,21570.0,16.0
CZCE.CY301,2022-09-02 09:00:00,21550.0,21550.0,21420.0,21420.0,88.0
CZCE.CY301,2022-09-02 09:01:00,21420.0,21450.0,21360.0,21385.0,98.0
CZCE.CY301,2022-09-02 09:02:00,21385.0,21390.0,21315.0,21350.0,38.0
CZCE.CY301,2022-09-02 09:03:00,21350.0,21375.0,21305.0,21335.0,46.0
CZCE.CY301,2022-09-02 09:04:00,21335.0,21400.0,21320.0,21325.0,50.0
CZCE.CY301,2022-09-02 09:05:00,21325.0,21350.0,21305.0,21315.0,88.0
CZCE.CY301,2022-09-02 09:06:00,21315.0,21340.0,21285.0,21285.0,37.0
CZCE.CY301,2022-09-02 09:07:00,21285.0,21290.0,21265.0,21270.0,57.0
CZCE.CY301,2022-09-02 09:08:00,21270.0,21310.0,21240.0,21300.0,39.0
CZCE.CY301,2022-09-02 09:09:00,21300.0,21325.0,21280.0,21295.0,16.0
CZCE.CY301,2022-09-02 09:10:00,21295.0,21300.0,21260.0,21280.0,33.0
CZCE.CY301,2022-09-02 09:11:00,21280.0,21280.0,21245.0,21245.0,22.0
CZCE.CY301,2022-09-02 09:12:00,21245.0,21255.0,21240.0,21245.0,33.0
CZCE.CY301,2022-09-02 09:13:00,21245.0,21260.0,21245.0,21260.0,2.0
CZCE.CY301,2022-09-02 09:14:00,21260.0,21290.0,21260.0,21285.0,48.0
CZCE.CY301,2022-09-02 09:15:00,21285.0,21315.0,21265.0,21270.0,22.0
CZCE.CY301,2022-09-02 09:16:00,21270.0,21270.0,21250.0,21250.0,5.0
CZCE.CY301,2022-09-02 09:17:00,21250.0,21275.0,21250.0,21275.0,5.0
CZCE.CY301,2022-09-02 09:18:00,21275.0,21275.0,21245.0,21245.0,14.0
CZCE.CY301,2022-09-02 09:19:00,21245.0,21260.0,21225.0,21225.0,11.0
CZCE.CY301,2022-09-02 09:20:00,21225.0,21295.0,21225.0,21295.0,89.0
CZCE.CY301,2022-09-02 09:21:00,21295.0,21330.0,21280.0,21285.0,91.0
CZCE.CY301,2022-09-02 09:22:00,21285.0,21285.0,21265.0,21270.0,6.0
CZCE.CY301,2022-09-02 09:23:00,21270.0,21280.0,21260.0,21260.0,9.0
CZCE.CY301,2022-09-02 09:24:00,21260.0,21280.0,21240.0,21280.0,20.0
CZCE.CY301,2022-09-02 09:25:00,21280.0,21295.0,21265.0,21265.0,23.0
CZCE.CY301,2022-09-02 09:26:00,21265.0,21290.0,21265.0,21290.0,6.0
CZCE.CY301,2022-09-02 09:27:00,21290.0,21300.0,21290.0,21300.0,3.0
CZCE.CY301,2022-09-02 09:28:00,21300.0,21300.0,21290.0,21290.0,1.0
CZCE.CY301,2022-09-02 09:29:00,21290.0,21290.0,21205.0,21225.0,46.0
CZCE.CY301,2022-09-02 09:30:00,21225.0,21225.0,21175.0,21175.0,54.0
CZCE.CY301,2022-09-02 09:31:00,21175.0,21220.0,21175.0,21195.0,8.0
CZCE.CY301,2022-09-02 09:32:00,21195.0,21205.0,21195.0,21205.0,1.0
CZCE.CY301,2022-09-02 09:33:00,21205.0,21205.0,21180.0,21205.0,43.0
CZCE.CY301,2022-09-02 09:34:00,21205.0,21205.0,21155.0,21155.0,31.0
CZCE.CY301,2022-09-02 09:35:00,21155.0,21185.0,21155.0,21170.0,30.0
CZCE.CY301,2022-09-02 09:36:00,21170.0,21180.0,21155.0,21155.0,16.0
CZCE.CY301,2022-09-02 09:37:00,21155.0,21155.0,21115.0,21125.0,11.0
CZCE.CY301,2022-09-02 09:38:00,21125.0,21145.0,21115.0,21145.0,8.0
CZCE.CY301,2022-09-02 09:39:00,21145.0,21225.0,21125.0,21220.0,26.0
CZCE.CY301,2022-09-02 09:40:00,21220.0,21220.0,21185.0,21185.0,13.0
CZCE.CY301,2022-09-02 09:41:00,21185.0,21200.0,21170.0,21180.0,19.0
CZCE.CY301,2022-09-02 09:42:00,21180.0,21205.0,21180.0,21205.0,3.0
CZCE.CY301,2022-09-02 09:43:00,21205.0,21205.0,21180.0,21180.0,9.0
CZCE.CY301,2022-09-02 09:44:00,21180.0,21205.0,21180.0,21205.0,6.0
CZCE.CY301,2022-09-02 09:45:00,21205.0,21205.0,21195.0,21195.0,11.0
CZCE.CY301,2022-09-02 09:46:00,21195.0,21195.0,21180.0,21180.0,6.0
CZCE.CY301,2022-09-02 09:47:00,21180.0,21180.0,21170.0,21170.0,8.0
CZCE.CY301,2022-09-02 09:48:00,21170.0,21170.0,21160.0,21165.0,4.0
CZCE.CY301,2022-09-02 09:49:00,21165.0,21170.0,21155.0,21170.0,56.0
CZCE.CY301,2022-09-02 09:50:00,21170.0,21175.0,21170.0,21175.0,1.0
CZCE.CY301,2022-09-02 09:51:00,21175.0,21185.0,21175.0,21185.0,11.0
CZCE.CY301,2022-09-02 09:52:00,21185.0,21185.0,21165.0,21165.0,2.0
CZCE.CY301,2022-09-02 09:53:00,21165.0,21200.0,21165.0,21195.0,7.0
