id,datetime,open,high,low,close,volume
CZCE.AP210,2022-08-31 14:30:00,9183.0,9189.0,9177.0,9180.0,386.0
CZCE.AP210,2022-08-31 14:31:00,9180.0,9182.0,9179.0,9180.0,113.0
CZCE.AP210,2022-08-31 14:32:00,9180.0,9181.0,9177.0,9177.0,93.0
CZCE.AP210,2022-08-31 14:33:00,9177.0,9180.0,9177.0,9180.0,77.0
CZCE.AP210,2022-08-31 14:34:00,9180.0,9181.0,9173.0,9175.0,152.0
CZCE.AP210,2022-08-31 14:35:00,9175.0,9175.0,9172.0,9174.0,181.0
CZCE.AP210,2022-08-31 14:36:00,9174.0,9175.0,9167.0,9171.0,301.0
CZCE.AP210,2022-08-31 14:37:00,9171.0,9172.0,9164.0,9169.0,342.0
CZCE.AP210,2022-08-31 14:38:00,9169.0,9174.0,9169.0,9174.0,118.0
CZCE.AP210,2022-08-31 14:39:00,9174.0,9180.0,9172.0,9179.0,109.0
CZCE.AP210,2022-08-31 14:40:00,9179.0,9179.0,9172.0,9174.0,116.0
CZCE.AP210,2022-08-31 14:41:00,9174.0,9176.0,9170.0,9170.0,104.0
CZCE.AP210,2022-08-31 14:42:00,9170.0,9176.0,9170.0,9172.0,218.0
CZCE.AP210,2022-08-31 14:43:00,9172.0,9176.0,9171.0,9173.0,91.0
CZCE.AP210,2022-08-31 14:44:00,9173.0,9174.0,9170.0,9173.0,154.0
CZCE.AP210,2022-08-31 14:45:00,9173.0,9177.0,9171.0,9175.0,265.0
CZCE.AP210,2022-08-31 14:46:00,9175.0,9178.0,9174.0,9177.0,158.0
CZCE.AP210,2022-08-31 14:47:00,9177.0,9179.0,9173.0,9176.0,248.0
CZCE.AP210,2022-08-31 14:48:00,9176.0,9176.0,9170.0,9171.0,242.0
CZCE.AP210,2022-08-31 14:49:00,9171.0,9173.0,9167.0,9170.0,309.0
CZCE.AP210,2022-08-31 14:50:00,9170.0,9172.0,9168.0,9170.0,140.0
CZCE.AP210,2022-08-31 14:51:00,9170.0,9171.0,9167.0,9169.0,203.0
CZCE.AP210,2022-08-31 14:52:00,9169.0,9171.0,9168.0,9170.0,234.0
CZCE.AP210,2022-08-31 14:53:00,9170.0,9174.0,9169.0,9170.0,181.0
CZCE.AP210,2022-08-31 14:54:00,9170.0,9171.0,9166.0,9171.0,346.0
CZCE.AP210,2022-08-31 14:55:00,9171.0,9177.0,9167.0,9173.0,566.0
CZCE.AP210,2022-08-31 14:56:00,9173.0,9173.0,9154.0,9160.0,1053.0
CZCE.AP210,2022-08-31 14:57:00,9160.0,9165.0,9158.0,9164.0,539.0
CZCE.AP210,2022-08-31 14:58:00,9164.0,9164.0,9148.0,9152.0,1229.0
CZCE.AP210,2022-08-31 14:59:00,9152.0,9159.0,9152.0,9156.0,721.0
CZCE.AP210,2022-09-01 09:00:00,9137.0,9158.0,9125.0,9133.0,3415.0
CZCE.AP210,2022-09-01 09:01:00,9133.0,9143.0,9122.0,9139.0,1428.0
CZCE.AP210,2022-09-01 09:02:00,9139.0,9156.0,9134.0,9143.0,976.0
CZCE.AP210,2022-09-01 09:03:00,9143.0,9145.0,9134.0,9144.0,521.0
CZCE.AP210,2022-09-01 09:04:00,9144.0,9144.0,9135.0,9141.0,457.0
CZCE.AP210,2022-09-01 09:05:00,9141.0,9144.0,9134.0,9142.0,459.0
CZCE.AP210,2022-09-01 09:06:00,9142.0,9142.0,9130.0,9131.0,628.0
CZCE.AP210,2022-09-01 09:07:00,9131.0,9148.0,9131.0,9140.0,475.0
CZCE.AP210,2022-09-01 09:08:00,9140.0,9141.0,9129.0,9131.0,421.0
CZCE.AP210,2022-09-01 09:09:00,9131.0,9132.0,9121.0,9128.0,895.0
CZCE.AP210,2022-09-01 09:10:00,9128.0,9139.0,9126.0,9126.0,644.0
CZCE.AP210,2022-09-01 09:11:00,9126.0,9130.0,9121.0,9129.0,385.0
CZCE.AP210,2022-09-01 09:12:00,9129.0,9129.0,9124.0,9126.0,250.0
CZCE.AP210,2022-09-01 09:13:00,9126.0,9127.0,9119.0,9120.0,600.0
CZCE.AP210,2022-09-01 09:14:00,9120.0,9130.0,9120.0,9125.0,437.0
CZCE.AP210,2022-09-01 09:15:00,9125.0,9138.0,9124.0,9138.0,438.0
CZCE.AP210,2022-09-01 09:16:00,9138.0,9138.0,9130.0,9131.0,286.0
CZCE.AP210,2022-09-01 09:17:00,9131.0,9135.0,9128.0,9133.0,152.0
CZCE.AP210,2022-09-01 09:18:00,9133.0,9135.0,9128.0,9130.0,151.0
CZCE.AP210,2022-09-01 09:19:00,9130.0,9130.0,9128.0,9130.0,77.0
CZCE.AP210,2022-09-01 09:20:00,9130.0,9133.0,9128.0,9129.0,147.0
CZCE.AP210,2022-09-01 09:21:00,9129.0,9132.0,9123.0,9125.0,201.0
CZCE.AP210,2022-09-01 09:22:00,9125.0,9127.0,9122.0,9122.0,257.0
CZCE.AP210,2022-09-01 09:23:00,9122.0,9127.0,9120.0,9126.0,242.0
CZCE.AP210,2022-09-01 09:24:00,9126.0,9127.0,9124.0,9125.0,116.0
CZCE.AP210,2022-09-01 09:25:00,9125.0,9126.0,9121.0,9124.0,126.0
CZCE.AP210,2022-09-01 09:26:00,9124.0,9124.0,9114.0,9116.0,494.0
CZCE.AP210,2022-09-01 09:27:00,9116.0,9117.0,9106.0,9107.0,922.0
CZCE.AP210,2022-09-01 09:28:00,9107.0,9117.0,9105.0,9115.0,707.0
CZCE.AP210,2022-09-01 09:29:00,9115.0,9117.0,9108.0,9108.0,430.0
CZCE.AP210,2022-09-01 09:30:00,9108.0,9122.0,9107.0,9122.0,288.0
CZCE.AP210,2022-09-01 09:31:00,9122.0,9122.0,9113.0,9113.0,196.0
CZCE.AP210,2022-09-01 09:32:00,9113.0,9116.0,9113.0,9115.0,327.0
CZCE.AP210,2022-09-01 09:33:00,9115.0,9122.0,9114.0,9120.0,162.0
CZCE.AP210,2022-09-01 09:34:00,9120.0,9124.0,9118.0,9121.0,134.0
CZCE.AP210,2022-09-01 09:35:00,9121.0,9121.0,9114.0,9115.0,94.0
CZCE.AP210,2022-09-01 09:36:00,9115.0,9122.0,9115.0,9120.0,70.0
CZCE.AP210,2022-09-01 09:37:00,9120.0,9120.0,9115.0,9115.0,68.0
CZCE.AP210,2022-09-01 09:38:00,9115.0,9117.0,9114.0,9114.0,100.0
CZCE.AP210,2022-09-01 09:39:00,9114.0,9118.0,9114.0,9117.0,59.0
CZCE.AP210,2022-09-01 09:40:00,9117.0,9119.0,9114.0,9116.0,158.0
CZCE.AP210,2022-09-01 09:41:00,9116.0,9120.0,9115.0,9118.0,83.0
CZCE.AP210,2022-09-01 09:42:00,9118.0,9127.0,9118.0,9127.0,204.0
CZCE.AP210,2022-09-01 09:43:00,9127.0,9127.0,9121.0,9121.0,176.0
CZCE.AP210,2022-09-01 09:44:00,9121.0,9125.0,9120.0,9120.0,143.0
CZCE.AP210,2022-09-01 09:45:00,9120.0,9126.0,9120.0,9126.0,149.0
CZCE.AP210,2022-09-01 09:46:00,9126.0,9126.0,9120.0,9120.0,149.0
CZCE.AP210,2022-09-01 09:47:00,9120.0,9124.0,9118.0,9124.0,102.0
CZCE.AP210,2022-09-01 09:48:00,9124.0,9125.0,9119.0,9121.0,107.0
CZCE.AP210,2022-09-01 09:49:00,9121.0,9121.0,9117.0,9119.0,108.0
CZCE.AP210,2022-09-01 09:50:00,9119.0,9123.0,9118.0,9120.0,111.0
CZCE.AP210,2022-09-01 09:51:00,9120.0,9124.0,9117.0,9124.0,96.0
CZCE.AP210,2022-09-01 09:52:00,9124.0,9124.0,9112.0,9116.0,215.0
CZCE.AP210,2022-09-01 09:53:00,9116.0,9116.0,9112.0,9115.0,162.0
CZCE.AP210,2022-09-01 09:54:00,9115.0,9116.0,9109.0,9113.0,284.0
CZCE.AP210,2022-09-01 09:55:00,9113.0,9123.0,9112.0,9122.0,131.0
CZCE.AP210,2022-09-01 09:56:00,9122.0,9128.0,9121.0,9127.0,218.0
CZCE.AP210,2022-09-01 09:57:00,9127.0,9130.0,9125.0,9128.0,230.0
CZCE.AP210,2022-09-01 09:58:00,9128.0,9135.0,9127.0,9134.0,493.0
CZCE.AP210,2022-09-01 09:59:00,9134.0,9143.0,9134.0,9143.0,672.0
CZCE.AP210,2022-09-01 10:00:00,9143.0,9145.0,9135.0,9139.0,686.0
CZCE.AP210,2022-09-01 10:01:00,9139.0,9146.0,9139.0,9141.0,326.0
CZCE.AP210,2022-09-01 10:02:00,9141.0,9154.0,9138.0,9154.0,879.0
CZCE.AP210,2022-09-01 10:03:00,9154.0,9154.0,9143.0,9145.0,351.0
CZCE.AP210,2022-09-01 10:04:00,9145.0,9148.0,9136.0,9137.0,194.0
CZCE.AP210,2022-09-01 10:05:00,9137.0,9145.0,9137.0,9143.0,286.0
CZCE.AP210,2022-09-01 10:06:00,9143.0,9144.0,9138.0,9138.0,179.0
CZCE.AP210,2022-09-01 10:07:00,9138.0,9142.0,9137.0,9141.0,87.0
CZCE.AP210,2022-09-01 10:08:00,9141.0,9142.0,9137.0,9138.0,127.0
CZCE.AP210,2022-09-01 10:09:00,9138.0,9141.0,9136.0,9140.0,106.0
CZCE.AP210,2022-09-01 10:10:00,9140.0,9141.0,9132.0,9132.0,147.0
CZCE.AP210,2022-09-01 10:11:00,9132.0,9135.0,9130.0,9130.0,122.0
CZCE.AP210,2022-09-01 10:12:00,9130.0,9135.0,9129.0,9135.0,208.0
CZCE.AP210,2022-09-01 10:13:00,9135.0,9138.0,9132.0,9138.0,99.0
CZCE.AP210,2022-09-01 10:14:00,9138.0,9142.0,9138.0,9142.0,161.0
CZCE.AP210,2022-09-01 10:30:00,9141.0,9146.0,9136.0,9145.0,272.0
CZCE.AP210,2022-09-01 10:31:00,9145.0,9148.0,9132.0,9143.0,323.0
CZCE.AP210,2022-09-01 10:32:00,9143.0,9143.0,9139.0,9140.0,112.0
CZCE.AP210,2022-09-01 10:33:00,9140.0,9145.0,9139.0,9142.0,137.0
CZCE.AP210,2022-09-01 10:34:00,9142.0,9143.0,9137.0,9137.0,91.0
CZCE.AP210,2022-09-01 10:35:00,9137.0,9140.0,9136.0,9140.0,90.0
CZCE.AP210,2022-09-01 10:36:00,9140.0,9141.0,9138.0,9140.0,117.0
CZCE.AP210,2022-09-01 10:37:00,9140.0,9147.0,9140.0,9145.0,100.0
CZCE.AP210,2022-09-01 10:38:00,9145.0,9148.0,9141.0,9142.0,135.0
CZCE.AP210,2022-09-01 10:39:00,9142.0,9143.0,9139.0,9139.0,144.0
CZCE.AP210,2022-09-01 10:40:00,9139.0,9143.0,9137.0,9140.0,204.0
CZCE.AP210,2022-09-01 10:41:00,9140.0,9142.0,9137.0,9137.0,91.0
CZCE.AP210,2022-09-01 10:42:00,9137.0,9143.0,9127.0,9127.0,423.0
CZCE.AP210,2022-09-01 10:43:00,9127.0,9136.0,9127.0,9132.0,264.0
CZCE.AP210,2022-09-01 10:44:00,9132.0,9134.0,9126.0,9128.0,222.0
CZCE.AP210,2022-09-01 10:45:00,9128.0,9138.0,9125.0,9138.0,411.0
CZCE.AP210,2022-09-01 10:46:00,9138.0,9139.0,9131.0,9134.0,81.0
CZCE.AP210,2022-09-01 10:47:00,9134.0,9137.0,9123.0,9123.0,394.0
CZCE.AP210,2022-09-01 10:48:00,9123.0,9130.0,9123.0,9129.0,128.0
CZCE.AP210,2022-09-01 10:49:00,9129.0,9129.0,9124.0,9125.0,269.0
CZCE.AP210,2022-09-01 10:50:00,9125.0,9127.0,9123.0,9125.0,158.0
CZCE.AP210,2022-09-01 10:51:00,9125.0,9128.0,9124.0,9125.0,126.0
CZCE.AP210,2022-09-01 10:52:00,9125.0,9127.0,9123.0,9124.0,139.0
CZCE.AP210,2022-09-01 10:53:00,9124.0,9127.0,9122.0,9124.0,162.0
CZCE.AP210,2022-09-01 10:54:00,9124.0,9124.0,9116.0,9117.0,241.0
CZCE.AP210,2022-09-01 10:55:00,9117.0,9120.0,9116.0,9116.0,288.0
CZCE.AP210,2022-09-01 10:56:00,9116.0,9117.0,9112.0,9115.0,364.0
CZCE.AP210,2022-09-01 10:57:00,9115.0,9115.0,9107.0,9107.0,543.0
