id,datetime,open,high,low,close,volume
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
CFFEX.IM2209,1970-01-01 08:00:00,,,,,0.0
